,Mode of Study,Level of Study,Gender,House Area,Are you take any loan/sponsorship?,Income per Month,Device used in doing online classes,Do you have any web camera?,Internet Access Facilities,Type of quota,Network Speed in your area,Network Service Provider,Stability of internet connection,How many people in your house?,Comfortability when doing online learning,Level of understanding in online learning.,Disruption level during online learning.,Which method of online learning do you prefer?
256,0,2,1,0,0,4,6,1,6,0,0,11,2,1,2,2,2,1
257,0,2,0,0,0,4,6,1,1,1,0,2,2,1,3,3,2,1
258,0,3,1,1,0,2,5,1,7,3,0,2,2,1,2,2,2,1
259,0,4,1,0,0,4,5,1,5,3,0,13,3,2,2,2,2,1
260,0,2,0,1,1,4,6,1,0,3,0,1,2,1,2,2,2,1
261,0,3,1,1,1,4,3,1,6,2,0,1,2,2,2,1,2,0
262,0,2,1,1,1,4,6,1,6,1,0,2,2,1,2,3,2,0
263,0,3,0,0,1,4,8,0,1,3,0,13,2,1,2,2,3,0
264,0,2,1,1,1,4,6,1,1,2,0,20,2,1,2,2,2,1
265,0,2,0,1,0,0,6,1,5,3,2,5,3,2,1,1,3,1
266,0,2,0,1,1,4,6,0,6,3,2,1,4,2,3,2,2,1
267,0,2,1,1,0,4,6,1,7,3,0,13,2,1,2,2,2,1
268,0,2,1,1,0,4,5,1,7,2,2,1,3,1,2,1,2,1
269,0,2,1,1,1,4,6,1,7,3,2,3,2,1,2,2,2,1
270,0,2,1,0,0,4,5,1,5,3,2,4,3,1,3,2,3,1
271,0,2,1,0,1,4,6,1,1,3,1,13,2,1,1,2,3,0
272,0,2,0,0,1,4,6,1,1,0,0,1,2,1,2,2,2,1
273,0,2,1,0,0,4,2,1,7,2,0,3,2,1,2,2,1,0
274,0,2,0,0,1,4,6,1,7,0,0,1,2,1,2,2,2,1
275,0,3,0,1,1,0,5,0,4,3,1,11,3,1,2,2,2,1
276,0,3,1,1,1,4,4,1,5,3,2,3,3,1,3,2,3,1
277,0,2,1,0,1,4,6,1,1,3,0,13,2,1,2,2,2,1
278,0,2,0,0,1,4,6,1,6,3,0,13,2,1,2,2,2,1
279,0,2,1,0,0,4,6,1,0,3,1,12,2,1,2,2,2,1
280,0,3,1,1,1,4,4,1,5,3,2,14,4,1,3,2,3,0
281,0,2,0,1,1,4,6,1,0,1,0,3,3,2,1,2,3,0
282,0,2,0,1,1,4,6,0,1,0,0,1,2,1,2,2,2,1
283,0,3,1,1,1,2,8,0,0,3,2,13,2,1,2,2,2,0
284,0,2,0,1,1,4,6,1,6,3,2,13,2,1,2,2,2,1
285,0,3,1,1,1,4,6,1,0,1,2,7,2,1,2,1,1,0
286,0,2,0,0,1,4,6,1,6,0,0,11,2,1,2,2,2,1
287,0,2,0,1,0,4,6,1,4,1,0,18,2,1,2,2,2,1
288,1,2,1,1,1,0,5,0,0,3,2,3,0,0,0,1,0,0
289,0,2,0,0,1,4,5,1,0,0,0,3,2,1,2,2,2,1
290,0,2,0,0,0,4,4,1,6,0,0,3,2,1,2,2,2,1
291,0,2,1,1,1,4,6,1,6,0,0,1,2,1,2,2,2,1
292,0,3,1,0,1,4,5,1,5,3,2,3,4,2,2,2,2,1
293,0,3,1,1,0,4,6,1,6,3,2,13,4,1,3,3,0,0
294,0,2,1,1,1,4,6,1,7,3,2,13,3,2,3,3,2,0
295,0,2,1,1,1,4,6,1,6,0,0,7,2,1,1,1,4,0
296,0,2,0,0,0,2,6,1,0,1,1,3,2,1,4,2,2,1
297,0,1,0,0,0,3,8,0,0,2,1,3,2,1,1,1,1,1
298,0,2,1,1,0,4,5,1,6,3,2,11,4,1,2,1,3,1
299,0,3,1,0,0,4,5,0,7,2,0,3,3,2,2,2,2,0
300,0,2,0,0,0,2,6,1,0,2,0,1,2,1,3,1,3,1
301,0,2,0,0,0,4,6,1,1,1,0,3,2,1,3,3,2,0
302,0,2,0,0,0,4,6,1,10,0,1,1,1,1,2,2,3,0
