,Mode of Study,Level of Study,Gender,House Area,Are you take any loan/sponsorship?,Income per Month,Device used in doing online classes,Do you have any web camera?,Internet Access Facilities,Type of quota,Network Speed in your area,Network Service Provider,Stability of internet connection,How many people in your house?,Comfortability when doing online learning,Level of understanding in online learning.,Disruption level during online learning.,Which method of online learning do you prefer?
162,0,2,1,1,0,2,6,1,6,0,2,3,2,1,1,1,1,1
163,0,2,0,1,1,2,5,0,7,1,2,1,0,1,4,2,2,1
164,0,2,1,0,0,0,5,0,4,3,2,1,0,1,0,0,0,1
165,0,3,1,1,0,2,6,1,1,1,2,3,3,2,3,3,3,1
166,0,2,1,1,0,4,6,1,5,3,2,14,2,1,2,2,2,1
167,0,3,1,1,0,4,8,0,7,3,1,13,2,2,2,0,0,0
168,0,2,0,0,0,4,6,1,6,2,0,2,2,1,2,1,2,0
169,0,2,1,1,1,4,6,1,6,3,2,11,2,1,2,2,2,1
170,0,2,0,1,1,4,6,1,1,1,0,13,2,2,2,2,3,1
171,0,2,1,1,0,4,6,1,6,3,0,13,2,1,2,2,2,1
172,0,2,1,0,0,4,6,0,5,3,0,14,3,1,3,3,2,1
173,0,2,1,1,1,4,6,0,1,0,0,3,2,1,2,2,2,1
174,0,2,0,1,1,4,6,1,1,2,2,13,2,1,2,2,2,1
175,0,3,1,1,1,4,7,1,7,3,0,2,2,2,2,1,2,1
176,0,2,1,1,0,3,5,1,7,2,2,0,4,2,0,4,4,0
177,0,2,0,0,1,4,8,1,0,1,0,4,2,1,2,2,2,1
178,0,2,1,1,1,4,6,1,6,0,2,2,3,2,4,4,0,1
179,0,3,1,1,1,4,6,1,1,1,0,3,3,1,3,2,3,0
180,0,2,0,1,0,2,5,1,6,1,2,1,3,1,2,1,3,0
181,0,2,0,0,1,4,6,1,5,3,2,13,4,2,2,2,2,1
182,0,2,1,0,0,4,6,1,1,3,0,13,2,1,2,2,2,0
183,0,3,1,0,1,2,6,1,1,3,0,13,4,2,2,2,2,1
184,0,2,0,0,1,4,2,1,5,3,2,3,2,1,2,2,2,1
185,0,3,1,1,1,4,6,1,7,3,2,13,3,1,2,1,2,0
186,0,3,0,0,1,4,5,0,1,3,1,13,1,2,1,2,0,0
187,0,2,1,0,1,0,6,0,7,1,2,1,2,2,2,2,2,0
188,0,2,0,1,1,4,6,1,4,1,0,7,2,1,2,2,2,1
189,0,2,1,1,0,4,7,1,7,2,2,3,3,1,2,3,2,0
190,0,3,1,1,1,0,0,1,5,3,0,3,2,1,2,3,0,1
191,0,2,0,1,0,2,6,1,1,1,0,3,3,2,1,2,2,1
192,0,2,1,1,1,1,5,1,5,3,2,1,3,1,2,3,0,1
193,0,2,0,0,1,4,6,1,1,3,1,13,2,1,2,2,2,1
194,0,3,1,1,1,2,5,1,4,3,2,1,4,1,3,3,0,1
195,0,2,1,0,0,4,6,0,1,1,2,3,2,1,2,2,2,1
196,0,2,1,1,1,4,6,1,1,3,0,13,2,2,3,1,2,1
197,0,2,0,1,1,0,6,0,0,2,2,1,3,1,2,1,1,1
198,0,2,1,1,1,4,2,1,1,3,2,19,2,1,2,2,2,1
199,0,2,0,1,1,4,8,0,0,1,0,3,2,1,2,2,2,1
200,0,3,0,0,1,0,5,1,4,0,0,0,2,1,2,2,2,0
201,0,2,0,1,0,4,8,1,0,2,2,1,1,2,4,0,4,0
202,0,2,1,1,0,4,6,1,0,1,0,3,2,1,1,2,3,0
203,0,3,1,0,0,4,5,0,0,0,1,18,3,2,3,3,0,1
204,0,2,0,1,1,4,8,0,0,3,2,13,2,1,1,1,4,1
205,0,2,0,1,1,4,6,0,0,1,0,2,2,1,2,2,2,1
206,0,2,1,1,0,4,6,1,1,0,0,1,3,2,2,2,1,0
207,0,3,0,1,1,4,0,0,0,0,1,1,1,2,2,1,4,0
208,0,2,1,1,0,4,6,1,6,3,0,13,2,1,2,2,2,1
209,0,2,1,0,0,1,6,0,7,3,0,1,2,1,2,1,4,1
210,0,2,0,1,1,4,6,0,1,3,0,13,2,1,2,2,2,1
211,0,2,0,1,1,4,9,1,0,2,0,11,2,2,3,2,3,1
212,0,2,0,0,1,4,6,0,0,2,1,1,2,1,2,2,2,1
213,1,2,0,1,1,4,6,1,1,3,0,13,2,1,3,1,3,1
214,0,2,0,1,0,4,7,0,6,2,2,13,4,2,2,2,2,1
215,0,3,1,0,0,4,2,1,7,0,0,13,2,1,2,2,3,1
216,0,2,0,1,1,4,5,1,0,2,1,13,2,1,2,2,2,1
217,0,2,0,1,0,4,4,0,1,2,0,1,1,1,3,2,1,1
218,0,2,1,0,0,4,2,1,6,0,0,3,2,1,2,2,2,1
219,0,2,1,1,1,0,3,1,0,3,2,3,0,1,2,2,2,1
220,0,2,0,0,1,4,6,0,1,0,0,3,2,2,0,2,4,1
221,0,2,1,0,1,4,6,0,1,0,0,2,3,2,2,1,2,0
222,0,3,1,0,1,4,6,1,1,1,0,0,1,2,0,2,4,0
223,0,2,0,1,1,4,6,1,5,3,2,13,2,1,2,2,2,1
224,0,2,1,1,1,4,6,1,6,1,0,11,2,1,2,2,2,1
225,0,2,0,0,1,4,6,1,7,0,0,1,2,1,2,2,2,1
226,0,2,0,0,1,4,6,1,1,0,0,2,2,1,2,3,2,1
227,0,3,0,1,1,3,6,1,7,3,0,13,3,1,2,3,3,1
228,0,2,1,1,1,4,6,0,1,3,1,13,2,1,2,2,2,1
229,0,2,1,1,0,4,6,0,1,0,2,1,2,1,2,2,2,1
230,0,2,0,1,0,1,7,1,5,3,2,14,4,1,2,1,2,0
231,0,3,0,1,0,0,6,1,6,3,2,1,4,2,1,1,1,1
232,0,2,1,0,1,4,6,1,1,3,1,13,1,2,1,2,3,1
233,0,2,0,0,1,0,7,1,7,2,2,1,2,1,2,4,1,0
234,0,2,0,0,0,4,6,1,5,2,0,1,2,1,2,2,2,1
235,0,2,0,0,1,4,6,1,1,3,2,13,2,1,3,3,4,0
236,0,2,1,0,1,4,6,1,6,3,0,13,2,1,1,2,2,0
237,0,3,0,1,0,1,2,1,7,2,2,3,2,2,1,1,0,1
238,0,3,1,1,1,4,6,1,6,1,0,11,2,2,1,0,3,0
239,0,2,1,1,1,4,6,0,6,0,0,2,2,1,2,2,2,1
240,0,2,0,1,1,4,6,1,6,2,2,2,2,1,2,2,2,1
241,0,3,1,1,0,2,8,0,0,1,0,13,2,1,2,2,2,0
242,0,2,0,0,1,4,6,1,10,3,0,21,2,1,2,2,2,1
243,0,2,1,1,1,4,6,1,7,2,0,13,2,1,2,2,4,1
244,0,2,0,1,1,4,6,1,5,3,2,25,2,1,2,2,2,1
245,0,2,0,1,0,4,6,1,6,3,2,18,2,1,2,2,2,1
246,0,2,0,1,1,3,6,1,6,1,2,3,3,1,2,1,2,0
247,0,2,1,0,1,2,8,1,5,3,0,2,1,2,1,0,4,0
248,0,2,0,1,0,4,6,1,6,3,2,12,2,1,2,2,2,1
249,0,2,0,0,1,4,6,1,7,1,1,3,2,1,2,2,2,1
250,0,2,0,1,0,1,6,1,7,3,2,1,3,2,1,2,2,0
251,1,2,0,0,1,3,10,1,1,2,0,0,2,1,4,4,4,0
252,0,2,1,0,1,4,8,1,5,3,2,0,3,2,3,2,1,1
253,0,2,0,1,1,0,4,1,3,1,1,3,1,1,2,1,2,1
254,0,2,1,0,0,4,6,1,1,1,2,3,3,2,2,2,4,1
255,0,2,0,0,1,4,6,0,1,3,0,13,2,1,2,2,2,1
256,0,2,1,0,0,4,6,1,6,0,0,11,2,1,2,2,2,1
257,0,2,0,0,0,4,6,1,1,1,0,2,2,1,3,3,2,1
258,0,3,1,1,0,2,5,1,7,3,0,2,2,1,2,2,2,1
259,0,4,1,0,0,4,5,1,5,3,0,13,3,2,2,2,2,1
260,0,2,0,1,1,4,6,1,0,3,0,1,2,1,2,2,2,1
261,0,3,1,1,1,4,3,1,6,2,0,1,2,2,2,1,2,0
262,0,2,1,1,1,4,6,1,6,1,0,2,2,1,2,3,2,0
263,0,3,0,0,1,4,8,0,1,3,0,13,2,1,2,2,3,0
264,0,2,1,1,1,4,6,1,1,2,0,20,2,1,2,2,2,1
265,0,2,0,1,0,0,6,1,5,3,2,5,3,2,1,1,3,1
266,0,2,0,1,1,4,6,0,6,3,2,1,4,2,3,2,2,1
267,0,2,1,1,0,4,6,1,7,3,0,13,2,1,2,2,2,1
268,0,2,1,1,0,4,5,1,7,2,2,1,3,1,2,1,2,1
269,0,2,1,1,1,4,6,1,7,3,2,3,2,1,2,2,2,1
270,0,2,1,0,0,4,5,1,5,3,2,4,3,1,3,2,3,1
271,0,2,1,0,1,4,6,1,1,3,1,13,2,1,1,2,3,0
272,0,2,0,0,1,4,6,1,1,0,0,1,2,1,2,2,2,1
273,0,2,1,0,0,4,2,1,7,2,0,3,2,1,2,2,1,0
274,0,2,0,0,1,4,6,1,7,0,0,1,2,1,2,2,2,1
275,0,3,0,1,1,0,5,0,4,3,1,11,3,1,2,2,2,1
276,0,3,1,1,1,4,4,1,5,3,2,3,3,1,3,2,3,1
277,0,2,1,0,1,4,6,1,1,3,0,13,2,1,2,2,2,1
278,0,2,0,0,1,4,6,1,6,3,0,13,2,1,2,2,2,1
279,0,2,1,0,0,4,6,1,0,3,1,12,2,1,2,2,2,1
280,0,3,1,1,1,4,4,1,5,3,2,14,4,1,3,2,3,0
281,0,2,0,1,1,4,6,1,0,1,0,3,3,2,1,2,3,0
282,0,2,0,1,1,4,6,0,1,0,0,1,2,1,2,2,2,1
283,0,3,1,1,1,2,8,0,0,3,2,13,2,1,2,2,2,0
284,0,2,0,1,1,4,6,1,6,3,2,13,2,1,2,2,2,1
285,0,3,1,1,1,4,6,1,0,1,2,7,2,1,2,1,1,0
286,0,2,0,0,1,4,6,1,6,0,0,11,2,1,2,2,2,1
287,0,2,0,1,0,4,6,1,4,1,0,18,2,1,2,2,2,1
288,1,2,1,1,1,0,5,0,0,3,2,3,0,0,0,1,0,0
289,0,2,0,0,1,4,5,1,0,0,0,3,2,1,2,2,2,1
290,0,2,0,0,0,4,4,1,6,0,0,3,2,1,2,2,2,1
291,0,2,1,1,1,4,6,1,6,0,0,1,2,1,2,2,2,1
292,0,3,1,0,1,4,5,1,5,3,2,3,4,2,2,2,2,1
293,0,3,1,1,0,4,6,1,6,3,2,13,4,1,3,3,0,0
294,0,2,1,1,1,4,6,1,7,3,2,13,3,2,3,3,2,0
295,0,2,1,1,1,4,6,1,6,0,0,7,2,1,1,1,4,0
296,0,2,0,0,0,2,6,1,0,1,1,3,2,1,4,2,2,1
297,0,1,0,0,0,3,8,0,0,2,1,3,2,1,1,1,1,1
298,0,2,1,1,0,4,5,1,6,3,2,11,4,1,2,1,3,1
299,0,3,1,0,0,4,5,0,7,2,0,3,3,2,2,2,2,0
300,0,2,0,0,0,2,6,1,0,2,0,1,2,1,3,1,3,1
301,0,2,0,0,0,4,6,1,1,1,0,3,2,1,3,3,2,0
302,0,2,0,0,0,4,6,1,10,0,1,1,1,1,2,2,3,0
